Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus
JANTS,2025-12-16,19.71,0,0,0,0,19.71,19.64,-0.10,-0.26,1,49.43,20.60,-1575681.00,18.90,19.44,19.98,5.52,0,5.29,31.32,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-27 00:00,21.88,ImpulseUp,3,Orta,2025-12-04 12:00,19.11,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,AL,50,2025-12-10 07:30,43,-,0,SAT,-50,2025-12-16 08:00,1,-,0,SAT,-50,2025-10-06 00:00,51,0,0,0,0,0,18.90,20.52,1.60,1.03,57575336,0,2.17,"ATR Oranı düşük (2.74%) | ATR STOP: 18.9, TP: 20.52 | 1H:%1.6 | 1A:%1.03",2,4.11,0,0,0,0,0,-5.29,-31.32,-1575681.00,0,-0.31,368370867.33,56219541.14,True,-0.02,0.01,False,0.00,3.00,1.00,False,0.01,0.08,2359859240.43,AKD nötr/negatif,-1.84,15.61,6.55,-0.01,16.00,15.69
KAPLM,2025-12-16,334.25,100,3,0,0,316.07,334.08,-25.61,-32.36,1,45.16,33.89,1114672.00,288.72,322.62,356.53,21.02,0,103.19,38.89,0,100,1,0,0,0,ImpulseDown,2,Yükseliş Başlangıcı,2025-08-13 00:00,206.50,ImpulseUp,3,Başlangıç,2025-12-05 08:00,314.0,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,AL,50,AL,50,-,0,AL,50,2025-12-15 06:45,65,-,0,AL,50,2025-12-15 10:30,13,-,0,SAT,-50,2025-11-10 12:00,78,-,0,SAT,-50,2025-12-03 00:00,9,0,0,0,0,0,299.89,368.61,12.73,-7.67,96007441,0,6.33,"ATR Oranı düşük (6.85%) | Gelişmiş Cup & Handle | ATR STOP: 299.89, TP: 368.61 | 1H:%12.73 | 1A:%-7.67 | Volume Delta pozitif",7,10.28,1,1,1,0,0,-103.19,-38.89,1114672.00,0,-77.15,600842145.72,59162988.57,True,-0.01,-0.02,False,0.00,3.00,1.00,False,0.34,0.52,1139955948.25,AKD nötr/negatif,2.37,52.71,10.16,-0.01,22.00,-55.15
KAREL,2025-12-16,8.92,0,0,0,0,9.38,9.17,-0.22,-0.24,1,42.07,17.21,-5996821.00,8.52,9.12,9.72,13.13,0,17.21,17.79,0,0,0,0,0,0,ImpulseUp,3,Yükseliş Başlangıcı,2025-11-27 00:00,8.55,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-05 12:00,8.9,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 14:00,3,-,0,SAT,-50,2025-12-09 13:30,46,-,0,SAT,-50,2025-11-20 04:00,56,-,0,SAT,-50,2025-11-28 00:00,12,0,0,0,0,0,8.40,9.44,-0.22,-11.68,55826840,0,5.59,"ATR Oranı düşük (3.91%) | ATR STOP: 8.4, TP: 9.44 | 1H:%-0.22 | 1A:%-11.68",0,5.83,0,0,0,0,0,-17.21,-17.79,-5996821.00,0,-19.23,677040759.74,50683886.43,True,0.02,0.05,False,0.00,3.00,1.00,False,0.02,0.07,2866411145.72,AKD nötr/negatif,-0.89,23.62,13.36,0.03,16.00,-3.23
KARSN,2025-12-16,9.49,0,0,0,0,9.64,9.55,-0.08,-0.14,1,45.64,8.86,-5344262.00,9.24,9.47,9.70,4.93,0,9.71,25.92,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-12 00:00,9.75,ImpulseDown,4,Orta,2025-12-10 12:00,9.39,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:45,24,-,0,AL,50,2025-12-11 07:30,34,-,0,SAT,-50,2025-09-29 04:00,166,-,0,SAT,-50,2025-11-10 00:00,26,0,0,0,0,0,9.16,9.82,0.96,-0.11,82101796,0.007429676,1.40,"ATR Oranı düşük (2.29%) | Gelişmiş Cup & Handle | ATR STOP: 9.16, TP: 9.82 | 1H:%0.96 | 1A:%-0.11",3,3.48,0,0,1,0,0,-9.71,-25.92,-5344262.00,0,-1.24,477762045.09,84117971.86,True,-0.07,-0.00,False,-2.00,3.00,0.00,False,0.02,0.06,3366175152.47,AKD nötr/negatif,-1.45,14.19,5.68,-0.05,10.00,8.76
KARTN,2025-12-16,82.70,0,0,0,1,81.37,82.38,0.22,0.21,1,51.11,28.99,-117441.00,77.67,81.78,85.89,10.05,0,8.25,35.64,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-01 00:00,86.15,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-11 04:00,81.9,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 11:45,12,-,0,AL,50,2025-11-28 13:30,109,-,0,AL,50,2025-12-01 08:00,34,-,0,SAT,-50,2025-11-10 00:00,26,0,0,0,0,0,78.62,86.78,1.10,1.22,23414599,0,2.29,"ATR Oranı düşük (3.29%) | Gelişmiş Cup & Handle | Gelişmiş Elmas | ATR STOP: 78.62, TP: 86.78 | 1H:%1.1 | 1A:%1.22",5,4.93,0,0,1,0,0,-8.25,-35.64,-117441.00,0,9.69,153487705.91,18177225.43,True,-0.02,0.02,False,0.00,3.00,1.00,False,0.01,0.03,1348731805.60,AKD nötr/negatif,-0.96,11.38,8.44,-0.01,20.00,29.69
KATMR,2025-12-16,3.02,-50,0,4,0,3.28,3.18,-0.05,-0.03,0,42.02,26.97,-92287391.00,2.97,3.18,3.39,13.43,1,108.28,23.35,0,100,1,0,0,0,ImpulseDown,4,Orta,2025-10-17 00:00,2.68,ImpulseDown,5,Düşüş Başlangıcı,2025-12-16 04:00,3.14,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-04 06:45,296,-,0,SAT,-50,2025-12-04 06:30,80,-,0,SAT,-50,2025-12-09 12:00,15,-,0,AL,50,2025-07-17 00:00,108,0,0,1,0,0,2.78,3.26,-2.89,-13.47,549592886,7.5499997,0.79,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.26%) | Gelişmiş Cup & Handle | ATR STOP: 2.78, TP: 3.26 | 1H:%-2.89 | 1A:%-13.47 | Confirmed SELL (alphaTrend teyidi)",2,7.95,0,0,1,0,0,-108.28,-23.35,-92287391.00,0,-104.80,3374208113.91,322656367.86,True,-0.05,-0.00,False,0.00,3.00,1.00,False,0.05,0.17,5188171491.60,AKD nötr/negatif,-2.58,65.04,10.46,-0.04,16.00,-88.80
KAYSE,2025-12-16,18.09,0,0,0,0,17.74,17.64,0.01,-0.13,1,59.81,19.98,-4235019.00,16.99,17.50,18.01,5.82,0,8.98,17.77,0,0,0,0,1,0,ImpulseDown,4,Orta,2025-11-28 00:00,17.17,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,AL,50,2025-12-11 07:00,130,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-10-01 00:00,53,0,0,0,0,0,17.45,18.73,3.37,3.19,36025653,0,0.34,"ATR Oranı düşük (2.35%) | Gelişmiş TOBO formasyonu | ATR STOP: 17.45, TP: 18.73 | 1H:%3.37 | 1A:%3.19 | Volume Delta pozitif",2,3.54,0,1,1,1,0,-8.98,-17.77,-4235019.00,5,2.43,1499547854.14,38147155.43,True,-0.02,0.02,False,0.00,3.00,1.00,False,0.02,0.06,3464250665.94,AKD nötr/negatif,-0.11,43.29,39.31,-0.01,28.00,30.43
KBORU,2025-12-16,15.51,50,4,0,0,15.27,14.96,0.41,0.21,1,59.07,26.91,-6984142.00,13.31,14.80,16.29,20.14,1,56.67,7.68,0,0,1,0,0,0,ImpulseUp,3,Başlangıç,2025-11-11 00:00,13.22,None,-,Orta,,,up,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 09:00,23,-,0,-,0,,,-,0,-,0,,,-,0,-,0,,,0,1,0,0,0,14.55,16.47,-1.71,9.53,137332259,12.818182,2.19,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.11%) | Gelişmiş Cup & Handle | ATR STOP: 14.55, TP: 16.47 | 1H:%-1.71 | 1A:%9.53 | Confirmed BUY (alphaTrend teyidi)",5,6.19,2,0,1,0,0,-56.67,-7.68,-6984142.00,0,-36.80,1720628885.48,256800312.29,True,0.02,0.01,False,0.00,3.00,1.00,False,0.05,0.21,2231358418.41,AKD nötr/negatif,-3.18,77.11,6.70,0.02,28.00,-8.80
KCAER,2025-12-16,10.69,0,0,0,0,10.59,10.87,-0.37,-0.53,1,41.38,33.07,-7423989.00,10.03,10.68,11.33,12.24,0,8.44,33.60,0,100,0,0,0,0,ImpulseDown,4,Yükseliş Başlangıcı,2025-12-05 00:00,10.15,ImpulseUp,2,Düşüş Başlangıcı,2025-12-04 04:00,10.5,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 14:00,3,-,0,AL,50,2025-12-11 06:30,35,-,0,SAT,-50,2025-11-05 04:00,89,-,0,SAT,-50,2025-10-07 00:00,50,0,0,0,0,0,10.22,11.16,-1.84,-5.81,111960408,39.59259,1.74,"ATR Oranı düşük (2.96%) | ATR STOP: 10.22, TP: 11.16 | 1H:%-1.84 | 1A:%-5.81",2,4.40,0,0,0,0,0,-8.44,-33.60,-7423989.00,0,-5.79,118485097.64,111373706.71,True,0.03,0.00,False,0.00,3.00,1.00,False,0.02,0.07,5280641314.67,AKD nötr/negatif,-1.47,2.24,1.06,0.02,16.00,10.21
KFEIN,2025-12-16,8.80,-50,0,4,0,9.27,9.12,-0.13,-0.13,0,35.35,13.56,-3876963.00,8.88,9.10,9.32,4.83,0,4.20,33.29,0,100,1,0,1,0,ImpulseDown,5,Düşüş Başlangıcı,2025-12-10 00:00,9.35,ImpulseDown,2,Başlangıç,2025-12-09 08:00,9.04,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 09:30,54,-,0,SAT,-50,2025-12-03 11:30,84,-,0,SAT,-50,2025-11-11 08:00,76,-,0,SAT,-50,2025-09-09 00:00,70,0,0,0,0,0,8.40,9.20,-2.33,-5.58,29028785,12.222222,1.53,"ATR Oranı düşük (3.04%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 8.4, TP: 9.2 | 1H:%-2.33 | 1A:%-5.58",3,4.55,0,0,1,0,0,-4.20,-33.29,-3876963.00,0,3.24,1644742778.52,30909066.86,True,-0.05,-0.04,False,-2.00,3.00,0.00,False,0.03,0.10,1299030700.00,AKD nötr/negatif,-1.79,126.61,53.21,-0.04,10.00,13.24
KLGYO,2025-12-16,6.27,-50,0,4,0,6.47,6.45,-0.04,-0.02,0,44.28,10.80,-12017206.00,6.09,6.43,6.76,10.50,0,54.43,15.84,0,0,1,0,1,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-04 00:00,7.68,ImpulseDown,2,Başlangıç,2025-12-04 12:00,6.3,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 07:00,31,-,0,SAT,-50,2025-12-16 07:30,7,-,0,SAT,-50,2025-12-10 08:00,13,-,0,-,0,,,0,0,0,0,0,5.91,6.63,-2.64,-3.54,84423645,0,0.39,"ATR Oranı düşük (3.84%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 5.91, TP: 6.63 | 1H:%-2.64 | 1A:%-3.54",2,5.74,0,0,1,0,0,-54.43,-15.84,-12017206.00,0,-48.43,400112740.61,101796160.29,True,0.02,0.03,False,0.00,3.00,1.00,False,0.02,0.06,4029307982.04,AKD nötr/negatif,-2.64,9.93,3.93,0.02,13.00,-35.43
KLKIM,2025-12-16,33.80,100,3,0,0,31.83,31.76,0.21,-0.35,1,67.29,16.95,2991335.00,29.18,31.24,33.30,13.19,0,33.07,10.20,0,0,0,0,1,0,ImpulseDown,4,Orta,2025-12-05 00:00,29.98,ImpulseDown,4,Başlangıç,2025-12-05 04:00,29.98,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 12:00,176,-,0,AL,50,2025-12-10 06:30,44,-,0,AL,50,2025-12-11 08:00,10,-,0,AL,50,2025-12-12 00:00,2,0,1,0,0,0,32.23,35.37,8.54,6.96,58787997,1690.0,2.60,"ATR Oranı düşük (3.09%) | Gelişmiş TOBO formasyonu | ATR STOP: 32.23, TP: 35.37 | 1H:%8.54 | 1A:%6.96 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",6,4.64,1,1,1,1,0,-33.07,-10.20,2991335.00,5,0.35,1225907889.80,63352837.86,True,0.02,0.10,False,2.00,3.00,2.00,False,0.02,0.08,4056034138.00,AKD nötr/negatif,0.96,30.22,19.35,0.04,38.00,38.35
KLMSN,2025-12-16,31.64,0,0,0,0,31.51,31.10,-0.40,-0.81,1,51.48,13.06,-825307.00,29.10,30.46,31.83,8.98,0,45.54,37.03,0,100,0,0,0,0,ImpulseDown,2,Başlangıç,2025-09-12 00:00,35.02,ImpulseUp,2,Düşüş Başlangıcı,2025-12-10 08:00,30.66,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 14:30,34,-,0,AL,50,2025-12-11 07:30,34,-,0,SAT,-50,2025-11-05 08:00,88,-,0,SAT,-50,2025-11-24 00:00,16,0,0,0,0,0,29.51,33.77,4.70,-1.25,18771146,0,0.58,"ATR Oranı düşük (4.48%) | ATR STOP: 29.51, TP: 33.77 | 1H:%4.7 | 1A:%-1.25",2,6.73,0,0,0,0,0,-45.54,-37.03,-825307.00,0,-41.02,265208933.41,25669578.71,True,-0.01,0.02,False,0.00,3.00,1.00,False,0.03,0.16,794919594.84,AKD nötr/negatif,-0.50,33.36,10.33,-0.00,11.00,-30.02
KLRHO,2025-12-16,237.50,50,4,0,0,207.31,189.74,24.01,15.87,1,80.29,49.48,1812699.00,119.40,181.48,243.56,68.41,1,908.06,0.42,100,0,1,0,0,0,ImpulseUp,5,Başlangıç,2025-11-06 00:00,120.20,ImpulseUp,5,Orta,2025-12-16 08:00,215.0,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 10:30,17,-,0,AL,50,2025-11-18 07:30,187,-,0,AL,50,2025-09-12 08:00,198,-,0,-,0,,,0,0,0,0,0,214.05,260.95,11.98,75.41,432063002,247.39584,13.01,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.42) | ATR Oranı düşük (6.58%) | Gelişmiş Cup & Handle | ATR STOP: 214.05, TP: 260.95 | 1H:%11.98 | 1A:%75.41",9,9.87,2,0,1,0,0,-908.06,-0.42,1812699.00,0,-866.08,105299002095.08,470915938.86,True,0.06,0.02,True,2.00,3.00,2.00,False,0.01,0.02,81046042562.50,AKD pozitif (1g norm),1.93,129.92,223.60,0.05,36.00,-830.08
KLSER,2025-12-16,28.00,0,0,0,0,28.43,28.21,-0.35,-0.48,1,42.44,10.03,-2018552.00,27.51,28.02,28.53,3.65,0,4.17,28.86,0,100,0,0,0,0,ImpulseDown,5,Düşüş Başlangıcı,2025-11-03 00:00,33.34,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-11-13 00:00,23,0,0,0,0,0,27.14,28.86,0.65,-1.89,25214196,0,6.50,"ATR Oranı düşük (2.05%) | ATR STOP: 27.14, TP: 28.86 | 1H:%0.65 | 1A:%-1.89 | Volume Delta pozitif",2,3.07,0,1,0,0,0,-4.17,-28.86,-2018552.00,0,0.99,949365269.08,24932682.43,True,0.01,0.00,False,0.00,3.00,1.00,False,0.02,0.03,3061727452.00,AKD nötr/negatif,-0.21,31.01,38.08,0.00,13.00,13.99
KLSYN,2025-12-16,5.71,100,3,0,0,5.54,5.51,-0.02,-0.09,1,58.95,13.09,5756555.00,5.15,5.41,5.67,9.56,0,20.69,25.36,0,100,1,0,0,0,ImpulseDown,3,Orta,2025-11-06 00:00,6.19,ImpulseUp,5,Başlangıç,2025-12-15 08:00,5.53,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 11:45,209,-,0,AL,50,2025-12-08 06:30,62,-,0,AL,50,2025-12-16 04:00,2,-,0,SAT,-50,2025-10-20 00:00,41,0,0,0,0,0,5.46,5.96,2.88,4.39,25055272,7.227848,0.76,"ATR Oranı düşük (2.95%) | Gelişmiş Cup & Handle | ATR STOP: 5.46, TP: 5.96 | 1H:%2.88 | 1A:%4.39",4,4.38,1,0,1,0,0,-20.69,-25.36,5756555.00,0,-2.86,233042943.65,25131711.57,True,0.06,0.03,True,2.00,3.00,2.00,False,0.05,0.13,615639209.75,AKD pozitif (1g norm),1.06,37.85,9.27,0.05,41.00,38.14
KMPUR,2025-12-16,16.46,100,3,0,1,15.99,16.27,-0.00,-0.07,1,52.17,14.12,1862019.00,14.40,15.88,17.35,18.61,0,25.94,18.03,0,0,0,0,0,0,ImpulseDown,5,Başlangıç,2025-12-08 00:00,17.13,ImpulseUp,3,Başlangıç,2025-12-02 12:00,15.92,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 13:00,7,-,0,AL,50,2025-12-01 06:30,107,-,0,SAT,-50,2025-12-12 04:00,8,-,0,AL,50,2025-12-05 00:00,7,0,0,0,0,0,15.56,17.36,-2.02,2.94,34587276,0,2.83,"ATR Oranı düşük (3.64%) | Gelişmiş Elmas | ATR STOP: 15.56, TP: 17.36 | 1H:%-2.02 | 1A:%2.94",2,5.47,1,0,1,0,0,-25.94,-18.03,1862019.00,0,-15.46,561144994.50,40445350.43,True,-0.01,-0.01,False,0.00,3.00,1.00,False,0.01,0.04,2137390897.94,AKD nötr/negatif,2.24,26.25,13.87,-0.01,15.00,-0.46
KNFRT,2025-12-16,10.92,-100,0,3,0,11.42,11.62,-0.57,-0.61,1,32.52,29.57,-694212.00,10.84,11.50,12.15,11.40,0,10.30,53.96,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-10-30 00:00,14.50,ImpulseDown,5,Orta,2025-12-15 04:00,11.27,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-08 10:45,214,-,0,SAT,-50,2025-12-08 11:30,57,-,0,SAT,-50,2025-10-08 08:00,144,-,0,SAT,-50,2025-10-16 00:00,43,0,0,0,0,0,10.26,11.58,-2.33,-10.12,15299511,0,2.09,"ATR Oranı düşük (4.04%) | ATR STOP: 10.26, TP: 11.58 | 1H:%-2.33 | 1A:%-10.12",2,6.04,0,0,0,0,0,-10.30,-53.96,-694212.00,0,-8.93,-3216715.23,14399741.43,False,0.00,-0.04,False,0.00,0.00,0.00,False,0.01,0.07,645189504.96,AKD nötr/negatif,-1.18,-0.50,-0.22,-0.01,1.00,-7.93
KOCMT,2025-12-16,2.84,-50,0,4,0,2.89,2.87,0.01,0.01,0,47.64,12.21,-26849571.00,2.74,2.86,2.97,8.20,1,36.05,13.69,0,0,1,0,0,0,ImpulseUp,3,Orta,2025-11-11 00:00,2.72,ImpulseDown,2,Başlangıç,2025-12-05 12:00,2.83,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-10 14:00,135,-,0,SAT,-50,2025-12-15 13:30,10,-,0,AL,50,2025-12-02 08:00,31,-,0,AL,50,2025-07-17 00:00,107,0,0,0,0,0,2.69,2.99,-2.41,-4.38,116869594,0,0.60,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.57%) | Gelişmiş Cup & Handle | ATR STOP: 2.69, TP: 2.99 | 1H:%-2.41 | 1A:%-4.38",1,5.28,0,0,1,0,0,-36.05,-13.69,-26849571.00,0,-34.17,2829514885.54,215905906.71,True,0.01,-0.00,False,0.00,3.00,1.00,False,0.05,0.13,1651939735.64,AKD nötr/negatif,-1.39,171.28,13.11,0.00,13.00,-21.17
KONKA,2025-12-16,15.28,100,3,0,0,14.22,14.47,-0.10,-0.31,1,57.68,18.22,5666417.00,13.15,14.18,15.22,14.63,0,54.97,15.97,0,0,0,0,0,0,ImpulseDown,2,Başlangıç,2025-09-12 00:00,14.71,ImpulseUp,3,Başlangıç,2025-12-05 12:00,14.16,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 06:45,65,-,0,AL,50,2025-12-15 06:30,17,-,0,SAT,-50,2025-10-31 04:00,98,-,0,AL,50,2025-12-03 00:00,9,0,0,0,0,0,14.37,16.19,8.52,4.30,37958327,0,0.73,"ATR Oranı düşük (3.96%) | ATR STOP: 14.37, TP: 16.19 | 1H:%8.52 | 1A:%4.3 | Volume Delta pozitif",3,5.96,1,1,0,0,0,-54.97,-15.97,5666417.00,0,-39.29,2466533029.39,47184891.43,True,-0.00,-0.01,False,0.00,3.00,1.00,False,0.07,0.19,1152958710.64,AKD nötr/negatif,3.24,213.93,52.27,-0.00,24.00,-15.29
KONTR,2025-12-16,13.42,-50,0,4,0,16.07,19.41,-4.34,-3.84,0,25.56,34.34,181004427.00,4.88,21.62,38.36,154.83,0,1.59,71.49,0,100,0,0,0,0,ImpulseDown,4,Yükseliş Başlangıcı,2025-11-14 00:00,26.50,ImpulseDown,4,Yükseliş Başlangıcı,2025-12-15 08:00,12.79,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 13:00,7,-,0,SAT,-50,2025-12-08 07:30,61,-,0,SAT,-50,2025-12-09 04:00,17,-,0,SAT,-50,2025-12-02 00:00,10,0,0,1,0,0,10.53,16.31,-6.35,-51.09,2358083213,0,1.71,"ATR Oranı yüksek (14.36%) | ATR STOP: 10.53, TP: 16.31 | 1H:%-6.35 | 1A:%-51.09 | Confirmed SELL (alphaTrend teyidi) | Volume Delta pozitif",3,21.54,0,1,0,0,0,-1.59,-71.49,181004427.00,0,4.07,1737423856.17,1494481221.71,True,-0.00,-0.01,False,0.00,3.00,1.00,False,0.32,0.72,7746613970.04,AKD nötr/negatif,1.59,22.43,1.16,-0.01,22.00,26.07
KOPOL,2025-12-16,6.10,100,3,0,0,5.76,5.88,-0.08,-0.19,1,55.06,25.23,29019290.00,5.34,5.75,6.17,14.45,0,33.48,21.79,0,100,1,0,1,0,ImpulseDown,5,Orta,2025-12-15 00:00,6.67,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,AL,50,AL,50,-,0,AL,50,2025-12-05 13:00,238,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-11-25 00:00,15,0,1,0,0,0,5.67,6.53,7.39,-1.93,81919723,55.454544,1.82,"ATR Oranı düşük (4.71%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 5.67, TP: 6.53 | 1H:%7.39 | 1A:%-1.93 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",8,7.05,1,1,1,1,0,-33.48,-21.79,29019290.00,5,6.77,1319805890.07,95729377.29,True,-0.02,-0.02,False,0.00,3.00,1.00,False,0.11,0.37,1624174196.50,AKD nötr/negatif,0.83,81.26,13.79,-0.02,24.00,30.77
KOZAA,2025-12-15,100.00,50,4,0,0,97.53,98.30,1.99,1.91,1,54.97,22.83,7144590.00,93.51,99.35,105.18,11.74,1,53.61,3.66,0,0,0,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-10-09 00:00,93.30,ImpulseUp,5,Orta,2025-11-21 08:00,99.05,up,2025-12-15 00:00,up,2025-11-21 12:00,-,0,-,0,-,0,-,0,AL,50,2025-11-21 13:45,4,-,0,AL,50,2025-11-11 13:30,73,-,0,AL,50,2025-09-16 04:00,142,-,0,AL,50,2025-09-19 00:00,61,0,0,0,0,0,92.56,107.44,-0.40,3.25,998520658,0,1.89,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.96%) | ATR STOP: 92.56, TP: 107.44 | 1H:%-0.4 | 1A:%3.25",3,7.44,2,0,0,0,0,-53.61,-3.66,7144590.00,0,-35.31,,,,,,,,,,,,,,,1.11,,,,11.00,-24.31
