Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus,Kural,Kural_Adi,Kural_Listesi,Kural_Sayisi,KaynakReiter
LKMNH,2025-12-16,17.05,100,3,0,0,15.96,15.85,0.1,-0.26,1,67.99,31.13,2795547.0,14.03,15.55,17.06,19.5,0,20.75,19.95,0,0,1,0,0,0,ImpulseDown,4,Başlangıç,2025-12-03 00:00,14.0,ImpulseUp,4,Düşüş Başlangıcı,2025-11-21 04:00,16.44,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-04 07:45,292,-,0,AL,50,2025-12-09 08:30,51.0,-,0,AL,50,2025-12-11 12:00,9.0,-,0,SAT,-50,2025-11-12 00:00,24.0,0,1,0,0,0,16.27,17.83,7.57,7.84,34156589,7.1940928,1.62,"ATR Oranı düşük (3.04%) | Gelişmiş Cup & Handle | ATR STOP: 16.27, TP: 17.83 | 1H:%7.57 | 1A:%7.84 | Confirmed BUY (alphaTrend teyidi)",7,4.57,1,0,1,0,0,-20.75,-19.95,2795547.0,0,9.67,284950185.91,29979666.86,True,0.04,0.04,False,2.0,3.0,2.0,False,0.02,0.05,2634459931.95,AKD nötr/negatif,2.46,10.82,9.5,0.04,38.0,47.67,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
AFYON,2025-12-16,13.39,0,0,0,0,13.29,13.27,0.12,0.08,1,56.76,12.74,-2306266.0,12.79,13.21,13.63,6.42,0,14.05,17.35,0,0,0,0,1,0,ImpulseUp,3,Başlangıç,2025-11-11 00:00,12.62,ImpulseUp,2,Düşüş Başlangıcı,2025-12-03 12:00,13.35,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,SAT,-50,SAT,-50,-,0,SAT,-50,2025-12-15 10:00,52,-,0,AL,50,2025-12-05 10:30,67.0,-,0,AL,50,2025-11-27 08:00,40.0,-,0,AL,50,2025-12-11 00:00,3.0,0,0,0,0,0,13.06,13.72,-1.25,2.61,36333144,18.859156,0.75,"ATR Oranı düşük (1.66%) | Gelişmiş TOBO formasyonu | ATR STOP: 13.06, TP: 13.72 | 1H:%-1.25 | 1A:%2.61",1,2.46,0,0,1,0,0,-14.05,-17.35,-2306266.0,0,-10.81,1208630505.08,55029397.0,True,0.08,0.0,True,2.0,3.0,2.0,False,0.01,0.04,2623159005.48,AKD pozitif (1g norm),-0.37,46.08,21.96,0.06,51.0,40.19,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
SMART,2025-12-16,25.44,100,3,0,0,23.53,23.68,-0.12,-0.38,1,65.35,27.3,5331240.0,22.16,23.32,24.47,9.87,0,16.7,29.76,0,100,1,0,0,0,ImpulseDown,2,Orta,2025-10-20 00:00,23.7,ImpulseUp,3,Başlangıç,2025-12-05 08:00,22.76,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 13:00,7,-,0,AL,50,2025-12-16 12:30,2.0,-,0,SAT,-50,2025-11-11 08:00,76.0,-,0,SAT,-50,2025-11-12 00:00,24.0,0,0,0,0,0,24.03,26.85,8.44,5.65,26028568,0.0,1.78,"ATR Oranı düşük (3.7%) | Gelişmiş Cup & Handle | ATR STOP: 24.03, TP: 26.85 | 1H:%8.44 | 1A:%5.65 | Volume Delta pozitif",7,5.54,1,1,1,0,0,-16.7,-29.76,5331240.0,0,12.18,93376669.06,13313320.14,True,0.02,0.02,False,0.0,3.0,1.0,False,0.18,0.21,754543022.4,AKD nötr/negatif,9.94,12.38,7.01,0.02,28.0,40.18,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
ASUZU,2025-12-16,55.0,0,0,0,0,55.74,54.86,-0.05,-0.33,1,50.19,13.99,-415199.0,52.14,54.64,57.13,9.12,0,7.84,18.5,0,0,1,0,0,0,ImpulseUp,5,Orta,2025-12-01 00:00,52.95,ImpulseUp,5,Yükseliş Başlangıcı,2025-12-16 08:00,54.7,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,AL,50,2025-12-08 07:30,61.0,-,0,AL,50,2025-12-11 08:00,10.0,-,0,SAT,-50,2025-10-01 00:00,54.0,0,0,0,0,0,52.86,57.14,0.82,0.64,43870875,44.35484,1.04,"ATR Oranı düşük (2.59%) | Gelişmiş Cup & Handle | ATR STOP: 52.86, TP: 57.14 | 1H:%0.82 | 1A:%0.64",2,3.89,0,0,1,0,0,-7.84,-18.5,-415199.0,0,1.09,177365030.72,23345203.43,True,0.09,-0.03,True,2.0,3.0,2.0,False,0.01,0.03,2002388190.0,AKD pozitif (1g norm),-1.43,8.86,7.6,0.06,39.0,40.09,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
ANELE,2025-12-16,15.89,-50,0,4,0,15.76,16.03,-0.02,-0.0,0,46.3,24.91,413896.0,15.48,16.0,16.52,6.5,0,16.41,37.88,0,100,0,0,1,0,ImpulseUp,4,Orta,2025-11-18 00:00,17.06,ImpulseDown,2,Başlangıç,2025-12-09 04:00,15.86,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-11 11:30,112,-,0,SAT,-50,2025-12-15 11:30,12.0,-,0,AL,50,2025-12-02 04:00,32.0,-,0,SAT,-50,2025-10-02 00:00,53.0,0,0,0,0,0,15.18,16.6,-1.61,0.0,15018935,15.732674,1.49,"ATR Oranı düşük (2.98%) | Gelişmiş TOBO formasyonu | ATR STOP: 15.18, TP: 16.6 | 1H:%-1.61 | 1A:%0.0",3,4.47,0,0,1,0,0,-16.41,-37.88,413896.0,0,-6.59,114444602.98,12896166.0,True,0.09,0.01,True,2.0,3.0,2.0,False,0.01,0.06,714651923.72,AKD pozitif (1g norm),0.06,16.01,8.87,0.07,45.0,38.41,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
KLKIM,2025-12-16,33.8,100,3,0,0,31.83,31.76,0.21,-0.35,1,67.29,16.95,2991335.0,29.18,31.24,33.3,13.19,0,33.07,10.2,0,0,0,0,1,0,ImpulseDown,4,Orta,2025-12-05 00:00,29.98,ImpulseDown,4,Başlangıç,2025-12-05 04:00,29.98,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 12:00,176,-,0,AL,50,2025-12-10 06:30,44.0,-,0,AL,50,2025-12-11 08:00,10.0,-,0,AL,50,2025-12-12 00:00,2.0,0,1,0,0,0,32.23,35.37,8.54,6.96,58787997,1690.0,2.6,"ATR Oranı düşük (3.09%) | Gelişmiş TOBO formasyonu | ATR STOP: 32.23, TP: 35.37 | 1H:%8.54 | 1A:%6.96 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",6,4.64,1,1,1,1,0,-33.07,-10.2,2991335.0,5,0.35,1225907889.8,63352837.86,True,0.02,0.1,False,2.0,3.0,2.0,False,0.02,0.08,4056034138.0,AKD nötr/negatif,0.96,30.22,19.35,0.04,38.0,38.35,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
KRDMD,2025-12-16,28.36,100,3,0,0,26.76,26.16,0.35,-0.02,1,71.28,17.54,99782416.0,24.17,25.81,27.46,12.76,0,30.45,16.24,0,0,1,0,0,0,ImpulseDown,4,Başlangıç,2025-11-13 00:00,23.5,ImpulseUp,5,Başlangıç,2025-12-11 12:00,25.88,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 10:45,181,-,0,AL,50,2025-11-26 08:30,132.0,-,0,AL,50,2025-12-10 04:00,14.0,-,0,AL,50,2025-12-15 00:00,1.0,0,1,0,0,0,26.97,29.75,8.99,17.09,1272478689,10.742424,0.51,"ATR Oranı düşük (3.27%) | Gelişmiş Cup & Handle | ATR STOP: 26.97, TP: 29.75 | 1H:%8.99 | 1A:%17.09 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",6,4.9,1,1,1,0,0,-30.45,-16.24,99782416.0,0,-1.79,196720434.87,1111191202.57,False,0.08,0.03,True,2.0,0.0,1.0,False,0.14,0.29,20573757746.0,AKD pozitif (1g norm),4.26,0.96,0.18,0.06,40.0,38.21,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
KLSYN,2025-12-16,5.71,100,3,0,0,5.54,5.51,-0.02,-0.09,1,58.95,13.09,5756555.0,5.15,5.41,5.67,9.56,0,20.69,25.36,0,100,1,0,0,0,ImpulseDown,3,Orta,2025-11-06 00:00,6.19,ImpulseUp,5,Başlangıç,2025-12-15 08:00,5.53,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 11:45,209,-,0,AL,50,2025-12-08 06:30,62.0,-,0,AL,50,2025-12-16 04:00,2.0,-,0,SAT,-50,2025-10-20 00:00,41.0,0,0,0,0,0,5.46,5.96,2.88,4.39,25055272,7.227848,0.76,"ATR Oranı düşük (2.95%) | Gelişmiş Cup & Handle | ATR STOP: 5.46, TP: 5.96 | 1H:%2.88 | 1A:%4.39",4,4.38,1,0,1,0,0,-20.69,-25.36,5756555.0,0,-2.86,233042943.65,25131711.57,True,0.06,0.03,True,2.0,3.0,2.0,False,0.05,0.13,615639209.75,AKD pozitif (1g norm),1.06,37.85,9.27,0.05,41.0,38.14,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
AVPGY,2025-12-16,54.0,-50,0,4,0,55.42,54.43,-0.62,-0.58,0,44.97,11.85,827904.0,52.75,54.34,55.93,5.85,0,12.92,18.67,0,0,0,0,0,0,ImpulseDown,5,Orta,2025-12-02 00:00,57.35,ImpulseDown,5,Başlangıç,2025-12-16 08:00,54.5,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 07:45,28,-,0,SAT,-50,2025-12-08 11:30,57.0,-,0,SAT,-50,2025-10-14 04:00,133.0,-,0,SAT,-50,2025-11-06 00:00,28.0,0,0,0,0,0,51.92,56.08,0.93,0.56,42769609,0.0,0.55,"ATR Oranı düşük (2.56%) | ATR STOP: 51.92, TP: 56.08 | 1H:%0.93 | 1A:%0.56",2,3.85,0,0,0,0,0,-12.92,-18.67,827904.0,0,-2.99,1385957095.88,78154244.43,True,0.08,-0.04,True,2.0,3.0,2.0,False,0.01,0.03,4770031950.0,AKD pozitif (1g norm),0.84,29.06,17.73,0.05,41.0,38.01,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
BERA,2025-12-16,17.65,100,3,0,0,17.38,17.23,-0.12,-0.23,1,54.37,12.45,8984088.0,16.15,17.08,18.01,10.93,0,30.74,8.93,0,0,1,0,0,0,ImpulseDown,2,Orta,2025-09-30 00:00,16.09,ImpulseUp,3,Başlangıç,2025-12-10 12:00,16.82,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 12:30,9,-,0,AL,50,2025-12-12 09:30,23.0,-,0,SAT,-50,2025-11-25 04:00,47.0,-,0,AL,50,2025-12-03 00:00,9.0,0,0,0,0,0,16.68,18.62,4.81,2.32,253044830,0.015139948,0.43,"ATR Oranı düşük (3.66%) | Gelişmiş Cup & Handle | ATR STOP: 16.68, TP: 18.62 | 1H:%4.81 | 1A:%2.32",3,5.5,1,0,1,0,0,-30.74,-8.93,8984088.0,0,-13.41,3116178157.78,177016050.29,True,0.12,0.0,True,3.0,3.0,3.0,False,0.02,0.09,8186006177.6,AKD pozitif (1g norm),2.32,38.07,17.6,0.08,47.0,33.59,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
ALCTL,2025-12-16,108.3,0,0,0,0,110.83,108.63,-1.68,-2.03,1,47.73,9.44,430352.0,102.89,108.5,114.12,10.35,0,16.14,26.73,0,100,0,0,0,0,ImpulseUp,2,Başlangıç,2025-09-22 00:00,125.0,ImpulseUp,5,Orta,2025-12-16 08:00,105.8,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 13:45,4,-,0,SAT,-50,2025-11-11 12:30,227.0,-,0,SAT,-50,2025-11-11 12:00,75.0,-,0,SAT,-50,2025-11-26 00:00,14.0,0,0,0,0,0,102.43,114.17,1.88,-1.81,43383586,16.509148,1.34,"ATR Oranı düşük (3.61%) | ATR STOP: 102.43, TP: 114.17 | 1H:%1.88 | 1A:%-1.81",3,5.42,0,0,0,0,0,-16.14,-26.73,430352.0,0,-4.02,93660750.71,35031914.57,True,0.05,0.03,True,2.0,3.0,2.0,False,0.03,0.08,1465710106.8,AKD pozitif (1g norm),1.21,6.39,2.67,0.05,35.0,30.98,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
KAYSE,2025-12-16,18.09,0,0,0,0,17.74,17.64,0.01,-0.13,1,59.81,19.98,-4235019.0,16.99,17.5,18.01,5.82,0,8.98,17.77,0,0,0,0,1,0,ImpulseDown,4,Orta,2025-11-28 00:00,17.17,,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,AL,50,2025-12-11 07:00,130,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-10-01 00:00,53.0,0,0,0,0,0,17.45,18.73,3.37,3.19,36025653,0.0,0.34,"ATR Oranı düşük (2.35%) | Gelişmiş TOBO formasyonu | ATR STOP: 17.45, TP: 18.73 | 1H:%3.37 | 1A:%3.19 | Volume Delta pozitif",2,3.54,0,1,1,1,0,-8.98,-17.77,-4235019.0,5,2.43,1499547854.14,38147155.43,True,-0.02,0.02,False,0.0,3.0,1.0,False,0.02,0.06,3464250665.94,AKD nötr/negatif,-0.11,43.29,39.31,-0.01,28.0,30.43,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
BUCIM,2025-12-16,6.91,0,0,0,0,6.75,6.55,0.15,0.06,1,73.38,24.56,-5005154.0,5.82,6.42,7.02,18.7,0,14.03,24.15,0,100,0,0,0,0,ImpulseUp,2,Orta,2025-09-22 00:00,7.14,ImpulseUp,5,Başlangıç,2025-12-10 12:00,6.6,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-11-27 12:00,440,-,0,AL,50,2025-12-01 14:30,99.0,-,0,AL,50,2025-12-05 12:00,21.0,-,0,AL,50,2025-12-15 00:00,1.0,0,1,0,0,0,6.69,7.13,2.37,9.51,43600802,0.0,0.67,"ATR Oranı düşük (2.11%) | ATR STOP: 6.69, TP: 7.13 | 1H:%2.37 | 1A:%9.51 | Confirmed BUY (alphaTrend teyidi)",4,3.18,0,0,0,0,0,-14.03,-24.15,-5005154.0,0,-1.14,790497204.2,91714642.0,True,0.05,0.04,False,2.0,3.0,2.0,False,0.01,0.06,3739692449.15,AKD nötr/negatif,-0.72,21.14,8.62,0.04,30.0,28.86,KURAL5_FinalPlus_Combo,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc),"KURAL2_EMA_Puan,KURAL5_FinalPlus_Combo",2,FinalPlus(desc) > PUANLAMA_V4(desc) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > RSI(desc) > ATH uzaklık(asc) > ATHSkor(desc) > FinalSkorEx(asc)
YKSLN,2025-12-16,3.58,-100,0,3,0,3.78,4.23,-0.63,-0.65,1,25.16,41.87,21547106.0,2.12,4.45,6.77,104.67,0,4.68,58.08,0,100,1,0,0,0,ImpulseDown,2,Başlangıç,2025-09-29 00:00,5.73,ImpulseDown,4,Yükseliş Başlangıcı,2025-12-10 08:00,3.4,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 07:15,30,-,0,SAT,-50,2025-12-10 06:30,44.0,-,0,SAT,-50,2025-12-10 04:00,14.0,-,0,SAT,-50,2025-12-01 00:00,11.0,0,0,0,0,0,3.23,3.93,4.68,-40.43,58995666,0.0,1.64,"ATR Oranı düşük (6.55%) | Gelişmiş Cup & Handle | ATR STOP: 3.23, TP: 3.93 | 1H:%4.68 | 1A:%-40.43 | Volume Delta pozitif",5,9.78,0,1,1,0,0,-4.68,-58.08,21547106.0,0,11.24,544980616.73,44976139.43,True,-0.03,-0.02,False,0.0,3.0,1.0,False,0.17,0.47,449610270.38,AKD nötr/negatif,0.85,121.21,12.12,-0.03,17.0,28.24,KURAL_DIP_STRICT,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)","KURAL5_FinalPlus_Combo,KURAL_DIP_STRICT",2,"Dip<=10, ATH uzak>=30, Aylık<=20, Son5g (0,15]; FinalSkorPlus(desc, ops) > EMA5_137 Sinyal_Numeric(desc) > VolDelta(desc) > PUANLAMA_V4(desc) > FinalSkorEx(asc)"
ZEDUR,2025-12-16,9.02,50,4,0,0,8.65,8.56,0.12,0.01,1,66.92,31.44,2735379.0,7.88,8.44,8.99,13.18,1,37.71,17.17,0,0,1,0,0,0,ImpulseDown,3,Başlangıç,2025-11-05 00:00,9.21,ImpulseUp,5,Orta,2025-12-16 08:00,8.74,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-05 14:45,231,-,0,AL,50,2025-12-05 14:30,63.0,-,0,AL,50,2025-12-09 08:00,16.0,-,0,AL,50,2025-12-11 00:00,3.0,0,0,0,0,0,8.57,9.47,5.5,5.62,24424213,20.500002,0.71,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.35%) | Gelişmiş Cup & Handle | ATR STOP: 8.57, TP: 9.47 | 1H:%5.5 | 1A:%5.62",8,4.99,2,0,1,0,0,-37.71,-17.17,2735379.0,0,-2.8,34639254.54,21386798.29,True,0.04,-0.01,False,0.0,3.0,1.0,False,0.04,0.12,630102635.36,AKD nötr/negatif,0.11,5.5,1.62,0.02,30.0,27.2,KURAL4_Puan_Vol,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc","KURAL1_Puan_FinalEx,KURAL4_Puan_Vol",2,"PUANLAMA_V4 desc, FinalSkorPlus(desc, ops), VolumeDeltaUp_Sort desc"
